Assay,Library,R1_files,R2_files
hBFA2,hBFA2-SC-R2-Time32,hBFA2_dBFA2_h2_hBFA2-SC-R2-Time32_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R2-Time32_R2.fastq.gz
hBFA2,hBFA2-SC-R2-Time40,hBFA2_dBFA2_h2_hBFA2-SC-R2-Time40_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R2-Time40_R2.fastq.gz
hBFA2,hBFA2-SC-R2-Time8,hBFA2_dBFA2_h2_hBFA2-SC-R2-Time8_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R2-Time8_R2.fastq.gz
hBFA2,hBFA2-SC-R3-Time16,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time16_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time16_R2.fastq.gz
hBFA2,hBFA2-SC-R3-Time24,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time24_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time24_R2.fastq.gz
hBFA2,hBFA2-SC-R3-Time32,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time32_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time32_R2.fastq.gz
hBFA2,hBFA2-SC-R3-Time40,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time40_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time40_R2.fastq.gz
hBFA2,hBFA2-SC-R3-Time8,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time8_R1.fastq.gz,hBFA2_dBFA2_h2_hBFA2-SC-R3-Time8_R2.fastq.gz
hBFA2,hBFA2-SC_alpha-R1-Subpool,hBFA2-SC_alpha-R1-Subpool_S21_R1_001.fastq.gz,
hBFA2,hBFA2-YPD-R1-Time16,hBFA2_h1_hBFA2-YPD-R1-Time16_R1.fastq.gz,hBFA2_h1_hBFA2-YPD-R1-Time16_R2.fastq.gz
